600663陆家嘴,2022-04-08,0.03,0.02,0.05
000608阳光股份,2022-04-08,0.03,0.03,0.07
000629攀钢钒钛,2022-04-08,0.03,0.02,0.04
000878云南铜业,2022-04-08,0.03,0.03,0.06
603659璞泰来,2022-04-08,0.03,0.03,0.06
002469三维 化学,2022-04-08,0.03,0.02,0.03
603568伟明环保,2022-04-08,0.03,0.03,0.04
002360同德化工,2022-04-08,0.03,0.03,0.07
002443金洲管道,2022-04-08,0.03,0.02,0.04
600266城建发展,2022-04-08,0.03,0.03,0.07
603993洛阳钼业,2022-04-08,0.03,0.03,0.05
000544中原环保,2022-04-08,0.03,0.02,0.04
000888峨眉山Ａ,2022-04-08,0.03,0.02,0.06
600155华创阳安,2022-04-08,0.03,0.03,0.05
002811郑中设计,2022-04-08,0.03,0.01,0.06
000002万  科Ａ,2022-04-08,0.03,0.03,0.06
600802福建水泥,2022-04-08,0.03,0.04,0.05
000506中润资源,2022-04-08,0.03,0.03,0.09
600106重庆路桥,2022-04-08,0.03,0.02,0.04
603650彤程新材,2022-04-08,0.03,0.02,0.08
605303园林股份,2022-04-08,0.03,0.03,0.04
002016世荣兆业,2022-04-08,0.03,0.03,0.07
002942新农股份,2022-04-08,0.03,0.03,0.08
600190锦州港,2022-04-08,0.03,0.01,0.05
601088中国神华,2022-04-08,0.03,0.02,0.03
003028振邦智能,2022-04-08,0.03,0.03,0.03
600206有研新材,2022-04-08,0.03,0.02,0.05
603077和邦生物,2022-04-08,0.03,0.02,0.05
000825太钢不锈,2022-04-08,0.03,0.03,0.05
600673东阳光,2022-04-08,0.03,-0.01,0.05
600981汇鸿集团,2022-04-08,0.03,0.02,0.05
600796钱江生 化,2022-04-08,0.03,0.03,0.04
000731四川美丰,2022-04-08,0.03,0.04,0.09
601636旗滨集团,2022-04-08,0.03,0.01,0.06
600322天房发展,2022-04-08,0.03,0.04,0.07
601678滨化股份,2022-04-08,0.03,0.02,0.05
600231凌钢股份,2022-04-08,0.03,0.03,0.05
002741光华科技,2022-04-08,0.02,0.02,0.08
603199九华旅游,2022-04-08,0.02,0.02,0.08
001213中铁特货,2022-04-08,0.02,0.03,0.04
601567三星医疗,2022-04-08,0.02,0.03,0.09
000338潍柴动力,2022-04-08,0.02,0.02,0.05
000631顺发恒业,2022-04-08,0.02,0.03,0.06
600895张江高科,2022-04-08,0.02,0.04,0.09
002999天禾股份,2022-04-08,0.02,0.02,0.07
000792盐湖股份,2022-04-08,0.02,0.03,0.07
002513蓝丰生化,2022-04-08,0.02,0.03,0.05
600732爱旭股 份,2022-04-08,0.02,0.0,0.05
002926华西证券,2022-04-08,0.02,0.02,0.04
601236红塔证券,2022-04-08,0.02,0.02,0.04
601111中国国航,2022-04-08,0.02,0.03,0.04
000776广发证券,2022-04-08,0.02,0.03,0.04
600353旭光电子,2022-04-08,0.02,0.02,0.06
601515东风股份,2022-04-08,0.02,0.02,0.04
002142宁波银行,2022-04-08,0.02,0.01,0.02
600063皖维高新,2022-04-08,0.02,0.02,0.03
600117西宁特钢,2022-04-08,0.02,0.04,0.05
600823世茂股份,2022-04-08,0.02,0.03,0.08
605365立达信,2022-04-08,0.02,0.02,0.04
600641万业企业,2022-04-08,0.02,0.02,0.05
600864哈投股份,2022-04-08,0.02,0.02,0.08
605155西大门,2022-04-08,0.02,-0.05,0.07
600897厦门空港,2022-04-08,0.02,0.02,0.03
600900长江电力,2022-04-08,0.02,0.02,0.03
605122四方新材,2022-04-08,0.02,0.01,0.04
601966玲珑轮胎,2022-04-08,0.02,0.02,0.05
002310东方园林,2022-04-08,0.02,0.02,0.03
603078江化微,2022-04-08,0.02,0.03,0.07
600362江西铜业,2022-04-08,0.02,0.02,0.06
601881中国银河,2022-04-08,0.02,0.02,0.03
600029南方航空,2022-04-08,0.02,0.02,0.04
603558健盛集团,2022-04-08,0.02,0.01,0.04
600916中国黄金,2022-04-08,0.02,0.02,0.05
000733振华科技,2022-04-08,0.02,0.03,0.04
600064南京高科,2022-04-08,0.02,0.03,0.04
600552凯盛科技,2022-04-08,0.02,0.01,0.05
000560我爱我家,2022-04-08,0.02,0.04,0.07
000717韶钢松山,2022-04-08,0.02,0.02,0.04
002641公元股份,2022-04-08,0.02,0.02,0.03
002064华峰化学,2022-04-08,0.02,0.02,0.03
